text,label,char_len,word_count
dvojzásuvka se do budoucna může hodit i když momentálně jsem zapojil jen jednu,1,78,13
po zacvaknutí 100% nedoléhá,0,27,4
trochu slabší plast,0,19,3
Odporúčam.,1,10,1
Kontakty sú farebne označené (568A aj 568B) a nedá sa pomýliť.,1,62,11
Na uchytenie UTP káblov sú v krabičke 2 spojky na uchytenie.,1,60,11
Krabička funguje s 1Gbit bez problémov.,1,39,6
"V krabičke sú Krone konektory, na ktoré je potrebné dokúpiť si ešte nejaký ten narážač káblov.",0,94,16
super řešení 2 zásuvky v jednom,1,31,6
samořezné kontakty,1,18,2
uvnitř označení standardních barev kabelu,1,41,5
dá se z ní udělat dvouportový switch bez potřeby napájení (překřížené propojení A/B),1,84,13
jednuduché zapojenie a montáž,1,29,4
spokojnosť,1,10,1
Originální inkoust,1,18,2
Velká 42ml náplň vydrží opravdu dlouho,1,38,6
"Originální náplně jsou drahé, ale nikdy se mi nestalo, že by byly zaschlé trysky, na rozdíl od kompatibilních inkoustů",0,118,19
Že je k sehnání na starší tiskárny HP,1,37,8
Splňuje očekávání,1,17,2
léty ověvěřená,1,14,2
Doporučuji,1,10,1
Výdrž barvy pro starší typ tiskárny HP,1,38,7
Zadne,1,5,1
"Nefunkcni, tiskarna hlasi chybu.",0,32,4
rychle přehledně,1,16,2
Výborná kvalita tisku,1,21,3
"Ta cena je fakt úlet, ale v přepočtu na Kč/ml to zase tak hrozné není (tahle má 42 ml)",0,86,19
Kvalitní tisk,1,13,2
Dlouhá výdrž originální náplně (oproti náplním kompatibilním),1,61,7
Snad jen vysoká cena...,0,23,4
rychlost dodávky,1,16,2
Nepřiměřeně drahé.,0,18,2
Tiskne,1,6,1
Kvalita barvy,1,13,2
tiskne,1,6,1
"příště siu kupuji tiskárnu Epson s inkousty v lahvích, tohle žere jak bagr",0,74,13
garantovaná životnost hlavy,1,27,3
kvalita daná výrobcem,1,21,3
vysoká cena,0,11,2
originál je originál,1,20,3
Snadná manipulace,1,17,2
Náplň se úplně nevyprázdní,0,26,4
funguje ako má,1,14,3
trochu předražené,0,17,2
Super.,1,6,1
Žádné.,0,6,1
"nízká cena, doporučuji",1,22,3
Za málo peněz hromada muziky.,1,29,5
už po druhé zakoupena tahle prodlužovačka a nefuguje vypínač,0,60,9
Spĺňa svoj účel....,1,19,3
Neviem o žiadnej,0,16,3
Cena / výkon úplně ideální produkt,1,34,6
Vše v pořádku,1,13,3
dobrý,1,5,1
kvalitní,1,8,1
Bez problemu,1,12,2
prodlužovák funguje dobře,1,25,3
Přežila,1,7,1
Jednoduchost,1,12,1
Kvalitní prodlužovák za super cenu.,1,35,5
Prostě normální prodlužovák. Funguje.,1,37,4
"Cena, spolehlivost, vypínač a délka kabelu",1,42,6
Kvalitní provedení.,1,19,2
"Fantasticka prodluzovacka, krasne bila :))",1,42,5
Vede/prodluzuje elektricky proud,1,32,3
Dobře poslouží,1,14,2
kvalita spracovania zasuviek,0,28,3
Vse jak ma byt,1,14,4
"Pomerne lacná predlžovačka, ktorá sa dá vypnúť a tým zabrániť náhodnému spusteniu pripojeným spotrebičom, napr. deťmi. Doporučujem používať len pre napr. kuchynské spotrebiče a pod. Pre elektronické zariadenia, ako moderné TV, či PC... by som zvolil predlžovačky s ochranami proti hrozbám, ktoré môžu prísť cez el. sieť, napr. rôzne špičky, ktoré môžu vážne poškodiť elektroniku /predpeťova ochrana a pod..../",1,409,59
"Farba fádna, biela, ako v nemocnici, funkčnosť OK",0,49,8
"taká lepší rozdvojka, své účeli splnila",1,39,6
Bez problémů. Nic zvláštního.,1,29,4
Zboží  v pořádku,1,16,3
Super,1,5,1
"Super prepínač, jednoducho prepnutelný ale drží pevne",1,53,7
Neviem čo sa to z neho šúpalo za umelina keď som ho odbalil :D ale snáď to nijak neovplyvní kovové časti :D,0,107,22
funguje bez problémov,1,21,3
funguje tak ako má,1,18,4
prakticky vypinac,1,17,2
dobra cena,1,10,2
Nefunguje,0,9,1
vše ok,1,6,2
Vypínač po 10 vypnutích už nefunguje,0,36,6
prostě klasický prodlužovací pes :D,1,35,5
Funguje jak má,1,14,3
"vypínač občas nevypíná, musím více zatlačit",0,43,6
Nutnost vyhodit. Přestalo fungovat přepínací tlacitko,0,53,6
"Velký výběr,",1,12,2
rychlé dodání.,1,14,2
prodlužuje,1,10,1
rozšesťuje,1,10,1
vypíná,1,6,1
"kvalitní, dlouho vydrží",1,23,3
Ne moc kvalitní,0,15,3
v pořádku,1,9,2
Klasická prodlužka,1,18,2
Proste prodluzka,1,16,2
Super cena za mě,1,16,4
paradni,1,7,1
tlačítko nevydrželo ani 2 dny,0,29,5
Vypínač,1,7,1
Po 5 letech zkrat a přestala fungovat,0,37,7
"on/off tlačítko šlo od začátku ""z tuha""",0,39,7
Jednoduché,1,10,1
Hodně zásuvek,1,13,2
koupil jsem ho za 109kč,0,23,5
prostě prodlužovačka,1,20,2
délka,1,5,1
konečně zapojím víc věcí najednou,1,33,5
vypínač,1,7,1
délka prodlužky,1,15,2
Stabilní přenos,1,15,2
vypínač na prodlužovacím kabelu,1,31,4
hodně zásuvek :-),1,17,3
maximální proud jen 10A,0,23,4
Bez problemu👍🏽,1,14,2
"Normální prodlužovačka, všechno funguje jak má",1,46,6
Funguje bez problémů,1,20,3
Na rozvod elektřiny funguje,1,27,4
Téměř nemožné něco zapojit - je potřeba vyvinout obrovskou sílu na zastrčení koncovky do zásuvky,0,96,15
Hned druhý den přestal fungovat vypínač On/Off. Ze zapnuté polohy ho nelze přepnout do vypnuté (přepínač se vrací sám zpět a nepomáhá ani hrubá síla),0,149,25
"Po měsíci používání se kolébka vrací na ""zapnuto"" zcela samovolně. Dokonce na ""vypnuto"" téměř nejde dát. Reklamace.",0,115,17
Splňuje funkci.,1,15,2
"Prodlužovačka se světelnou signalizací zapnutí, což odpovídá mým předpokladům i popisu zboží.",1,93,12
Funguje bez problému,1,20,3
"funkční,pracuje jak má",1,22,3
Zatím nic,0,9,2
6 zásuvek a 3 metrový kabel,1,27,6
Když je to potřeba tak to plní funkci výborně,1,45,9
zatím neshořela,1,15,2
docela drahá,0,12,2
Spokojenost  dobra cena,1,23,3
Prostě prodlužka,1,16,2
Za tu cenu dobrá,1,16,4
Kvalita v pořádku,1,17,3
"Nerozebiratelná, nejsou tam šroubky, ale nýtky. Ale k tomu jsou jiné výrobky.",0,77,12
"Proud to předvedlo, co vic",1,26,5
Funguje správně,1,15,2
Má vypínač,1,10,2
Proud 10A,1,9,2
funguje dobře,1,13,2
6 Zásuvek,1,9,2
Délka kabelu,1,12,2
Jednoduchý prodlužovací přívod s vypínačem,1,42,5
"splňuje vše, co jsem očekávala :)",1,33,6
Prodlužovačka No 😆hodně zásuvek,1,31,4
dobrá prodlužka,1,15,2
Materiál,1,8,1
Pracuje jak má,1,14,3
Ochrana proti přepětí,1,21,3
Kvalitni kabel,1,14,2
Svitici tlacitko pritahuje pozornost dcery a stale mi vypina a zapina napajeni laptopu :),0,89,14
Perfektní prodlužovačka,1,23,2
funguje jek má,1,14,3
dle očekávání O.K.,1,18,3
Klasika za rozumný peníz,1,24,4
Zatim funguje,1,13,2
"Zezadu nejsou normalni sroubky, takze ho nemuzu otevrit a privrtat na zed",0,73,12
vyhovuje provozním požadavkům.,1,30,3
zatím žádné,0,11,2
množství zásuvek,1,16,2
"Věřím, že to byla jen smůla, ale vypínač vydržel 3 dny. Nevím, jestli to vůbec bylo 10 vypnutí. Takže jsem ji mohl vrátit a vyměnit dokonce ve 14 denní lhůtě.",0,158,30
Jak říká známý: prostě se ten kus čínským dětem nepovedl ( :-( ),0,64,13
"spokojenost, lze vypnout tlačítkem a tím veškeré připojení na prodlužku",1,71,10
bezproblémů,1,11,1
Elektřina je ve všech čtyřech zásuvkách,1,39,6
"Abych nemusel vytahovat všechny spotřebiče ze zásuvek, stačí přepnout ten červený čudlík",1,88,12
Klasika,1,7,1
Funguje jak má...,1,17,3
skvělá cena,1,11,2
Jedno barevné provedení,0,23,3
spoľahlivosť,1,12,1
neviem o nich,0,13,3
Super po vsech strankach.,1,25,4
Bílá klasika,1,12,2
"Splňuje, co od ní člověk potřebuje",1,34,6
"má vypínač, který svítí",1,23,4
"hučí (nedoporučuji mít v místnosti, kde se spí)",0,47,8
Zboží se přesně shoduje s popisem. Super.,1,41,7
"Vypínač se hodí pro zapojení vánočních světélek :-) Nemusíte se bát, že vás ta čínská ""probijou"" při vytahávání zástrčky.",1,121,19
hodí se,1,7,2
pootočené zásuvky,1,17,2
"Funkční, cena",1,13,2
"Blbej, tvrdej kabel, nerozebiratelné.",0,37,4
6 pripojek,1,10,2
"Ma 7 metrov, je biely a ma 4 zasuvky :)",1,39,10
"Vypínač, kabeláž",1,16,2
V popisu je psaná zátěž 16A. Kabel je však jen 10A.,0,51,11
velký počet zásuvek,1,19,3
malá cena,1,9,2
dostatečně dlouhý kabel,1,23,3
funguje jak ma žadny problem,1,28,5
normalny predlzovaci kabel funguje,1,34,4
Funkci plní dobře.,1,18,3
"jednoduchý, dobře vyrobené",1,26,3
Je potřeba větší síly na zastrčení zástrčky do zásuvky,0,54,9
Prodluzovak ktery funguje,1,25,3
"po 2 týdnech už tlačítko nefunguje, alespoň že zůstalo v poloze zapnuto :D",0,74,13
"Funguje jak má, 5m kabel je opravdu luxus a vypínač lze pohodlně přepínat. Co více chtít",1,88,16
"Nic, možná bych přidal suchý zip na smotání, jako mají kabely od nabíječky na NTB. Ale jde o základní model ;)",0,110,21
zatím maká,1,10,2
Hodně zásuvek.,1,14,2
dĺžka kábla,1,11,2
vypínateľné,1,11,1
prepäťová ochrana,1,17,2
6 zásuviek,1,10,2
"to co delat ma, dela dobre :)",1,29,7
"strčí se to do zásuvky a do toho lze strkat další zástrčky a vypínat to vypínačem, který svítí, když je zapnut",1,110,21
Vypínací tlačítko se bude hodit při letních bouřkách. :),1,56,9
Maximální spokojenost.,1,22,2
Možná absence bezpečnostních zásuvek,0,36,4
Dlouhý kabel,1,12,2
Možno připojit až 6 zařízení,1,28,5
"při zakoupení 4 ks, jeden kus nefunkční(stejný problém nastal i u prodlužky s 3 zásuvky bez vypinače-ze čtyř kusů jeden nefunkční)",0,130,21
splňuje požadavky,1,17,2
hůře se zastrkávají zástrčky než se rozchodí,0,44,7
hůře se zasouvají zástrčky než se rozchodí,0,42,7
"Obyčejný prodlužovák, co dodat.",1,31,4
"Nechápu, proč všechny prodlužováky nejsou na 16 A a prodávají se místo toho jen šmejdíci jako tento, který má u sebe hrdé přízvisko ""Premiumcord"",  ale zvládne jen 10 A.",0,169,29
Možná absence bezpečnostních zásuvek :),0,39,5
klasická prodlužovačka,1,22,2
"Cena, provedení, počet zásuvek dostatečný a vyhovující.",1,55,7
Ohebnost kabelu,1,15,2
"Výhodná délka, množství zásuvek.",1,32,4
Nevidím žádné.,0,14,2
Splnil svoj účel,1,16,3
Neviem,0,6,1
Prodlužkuje jak má,1,18,3
"Vývody na prodlužovacím přívodu byly vyměněné, život ohrožující (probíjely pak připojené kovové spotřebiče)",0,107,13
Dobře vyrobeno,1,14,2
Robustní vypínač,1,16,2
Délka kabelu odpovídá,1,21,3
Vypínač svítí jen trochu,1,24,4
Šikovný rozbočovač s vypínačem,1,30,4
Doporučuji všem,1,15,2
Spolehlivý rozbočovač s vypínačem,1,33,4
Does the job,1,12,3
Good quality build.,1,19,3
Can be conveniently switched off when not in use.,1,49,9
just work,1,9,2
"nic, normální prodlužka",0,23,3
test v pořádku,1,14,3
vypinac,1,7,1
"Vyborne,hlavne diky vypinaci",1,28,3
Nevim,0,5,1
Odpovídá ceně,1,13,2
Neurazí,1,7,1
Délka dostačující,1,17,2
Nemá přepěťovou ochranu,0,23,3
Kvalitní zpracování. Funguje tak jak jsem očekával.,1,51,7
Žádné jsem nezjistil.,0,21,3
splnilo očekávání,1,17,2
"Jednoduché prevedenie a perfektná cena. Skutočne niet čo riešiť. Funkčné, kúpil som ich niekoľko.",1,97,14
tlačítko on/off s pevným stiskem,1,32,5
natocene zasuvky,1,16,2
"funguje, tichý chod",1,19,3
standard - na tom se snad nedá nic zkazit,1,41,9
funkcna,1,7,1
klaiscká prodluzka..,1,20,2
funkcnost,1,9,1
Funguje. Za tú cenu nie je čo riešiť.,1,37,8
Kontrolka a dostatek výstupů.,1,29,4
"Vypinac odisiel tak po mesiaci,... neda sa vypnut",0,49,8
počet zásuvek,1,13,2
Základní rozšíření zásuvky až na 5m,1,35,6
Vhodný pro vypnutí standby spotřebičů,1,37,5
Né vždy se dá vypnout vypínačem (kolíbka zlobí),0,47,8
splnilo ocekavani... vyhoda je vypinac...,1,41,5
Exactly what I needed for my cluster of kitchen appliances. Good quality build and convenient switch.,1,101,16
None.,0,5,1
Exactly what I needed to sort out my lack of power points around my TV and audio. Good quality build and convenient switch.,1,123,23
Dĺžka kábla,1,11,2
Vypínacie tlačidlo,1,18,2
možnosť vypínania je praktická,1,30,4
zatiaľ nič,0,10,2
Plní účel,1,9,2
6 zásuvek s vypínačem,1,21,4
"Občas když kočka hamtne na vypínač, tak mi vypne přívod  elektřiny  :-)",0,71,12
plní funkci,1,11,2
není varianta v černé barvě,0,27,5
spokojen,1,8,1
kvalita umerna cene,1,19,3
"výhodná koupě, zatím funguje jak má",1,35,6
Funguje ako má.,1,15,3
veľa slotov,1,11,2
spokojenost,1,11,1
"normální prodlužovačka, funguje, vypínač je pohodlný",1,52,6
"mohla by být větší nabídka barev - černá, šedá..",0,48,9
Funguje ako ma :-),1,18,4
"Aspon zatial, ci vydrzi 2 roky je otazka.",1,41,8
"Posobi lacno, ale funguje",0,25,4
Vskutku dobrý prodlouřovák,1,26,3
dlouhé jak jsem potřebovala,1,27,4
Přítomnost vypinače,1,19,2
Šikmá orientace zásuvek,0,23,3
Dobrý,1,5,1
Alza mi dodala prodlužovačku se třemi zásuvkami místo šesti.,0,60,9
tlačítko,1,8,1
"Se zbožím nejsou problémy,po objednání je okamžitě k vyzvednutí, a hlavně je na skladě",1,86,14
"a za slušnou cenu.Odpadá pracné obíhání supermarketů, takže šetří to rovněži i čas.",1,83,13
Nevím o nich,0,12,3
"funguje spolehlivě, výborný je vypínání při odjezdu z bytu na delší dobu",1,72,12
nenalezl jsem,0,13,2
Bez výhrad.,1,11,2
"Zasuvka no,co dodat",1,19,3
Bíla barva,0,10,2
dobré,1,5,1
Na tomto nejde nic pokazit :D,1,29,6
"Už dlooouho funguje, jak má.",1,28,5
zap/vyp čudl,1,12,2
délka 10m,1,9,2
snad jen chybí dětská pojistka...,0,33,5
"Funguje jak má, tudíž vše Ok",1,28,6
Nevím co dále pochválit na prodlužovačce,1,40,6
má dobrou délku,1,15,3
plni svoj ucel,1,14,3
"zde není co řešit, dobrá cena, o funkčnosti se bavit nemusíme",1,61,11
plně splnil účel,1,16,3
bez závad,0,9,2
"Co by se také dalo o prodlužovačky zkazit. Funguje tak, jak byste i čekali.",1,75,14
Všechno funguje,1,15,2
Prodlužovačka... Funguje v pořádku. Není co dodat :-),1,53,8
"Dobré provedení, kabel je snadno ohebný a odolný proti poškození.",1,65,10
šest zásuvek,1,12,2
splňuje to co má,1,16,4
žadné,0,5,1
splnila očekávání,1,17,2
akorád,1,6,1
"Spokojenost, není co vytknout",1,29,4
Funguje jak jsem očekával,1,25,4
normální,1,8,1
nemám,0,5,1
Prodluzovak ...co dodat ?,1,25,4
Normální prodluzka,1,18,2
pro mou potřebu výhodná délka kabelu;,1,37,6
síťový vypínač zvyšuje bezpečnost výrobku,1,41,5
nezjistil jsem,0,14,2
"Jsem spokojen, obyčejná funkční prodlužovačka",1,45,5
délka co jsem potřeboval a cena,1,31,6
peckovní,1,8,1
moc bílý,0,8,2
počet zástrček,1,14,2
vypínací tlačítko,1,17,2
Praktičnost,1,11,1
Plastové provedení,0,18,2
Vypadala jako použitá už přiv rozbalení :(,0,42,7
"Nejspíš jsem měl smůlu na zmetek, protože toto zboží se mi nepodařilo zprovoznit. Zařízení zapojené do kterékoliv ze zásuvek prostě nefungovalo. Možná byla chyba ve vypínači...",0,176,26
nízká cena,1,10,2
nizka kvalita zpracovani,0,24,3
Kabel je bezproblémový,1,22,3
castym vypinanim se opaluji kontakty ve vypinaci...,0,51,7
výborné,1,7,1
bezva je svítící kontroůlka,1,27,4
Po dvou měsících odešlo osvětlení vypínače.,0,43,6
"funguje to, co se dá čekat od kabelu :D",1,39,9
Prostě prodlužovačka - funguje,1,30,4
"Bez problémů, prostě funguje jak má.",1,36,6
Prodlužka,1,9,1
s casem spinaci tlacitko vyletne,0,32,5
nerozebiratelný,0,15,1
"Funguje, jak má",1,15,3
zásuvka,1,7,1
"lze vypínat vypínačem, který v zapnutém stavu dokonce svítí!",1,60,9
"úžasné, umožní do jedné zásuvky ve zdi připojit až 6 dalších spotřebičů!",1,72,12
"POZOR - lze zapojit více zásuvek do sebe,, což skýtá nekomečné možnosti v připojování zařízení!",1,95,15
nelze připojit k USB a ovládat z PC :-(,0,39,9
Normální prodlužka.,1,19,2
Pro zastrčení zástrček se musí víc zatlačit.,0,44,7
"Zatím funguje, jen kontrolní světýlko ve vypínači začíná blikat a zřejmě brzy zhasne.",1,85,13
Nízká cena,1,10,2
Spínač,1,6,1
Bez ochrany,0,11,2
"Levné, pracuje naprosto v poradku. Klasicka prodluzka. Za tu cenu super",1,71,11
Zadne.,0,6,1
Cena a funkčnost,1,16,3
vede proud,1,10,2
Tady snad není co pokazit,1,25,5
off-on tlačítko,1,15,2
Absolutní spokojenost,1,21,2
splňuje moje očekávání,1,22,3
Dĺžka 10 m,1,10,3
Funguje OK,1,10,2
"tlačidlo na vypínanie nie je kvalitné, rýchlo sa opotrebuje",0,59,9
Po 5 dňoch prestal fungovať vypínač,0,35,6
dobra kvalita,1,13,2
"Tlačítko vydržalo asi týždeň, z reklamácie prišiel nový kus. Uvidíme pokus č2",0,77,12
mäkký kábel,1,11,2
ochrana (poistka) pred vsunutím nechcených predmetov,1,52,6
Prestal fungovat spinač on off po tyždni pouzivania,0,51,8
super material aj v nizskych teplotach je dobre ohybna,1,54,9
"no predlzovacka,splna na co je vyrobena",1,39,6
"rýchla kúpa, z domu",1,19,4
toho kto vymyslel tie bezpečnostné kritiky by som.....,0,54,8
Prepínač sa trochu lachšie stláča,0,33,5
funguje ako ma :),1,17,4
predlzovacka,1,12,1
šmejd,0,5,1
faktdlhy kabel s poistkou,1,25,4
pevný kábel,1,11,2
spínač,1,6,1
plní svij účel,1,14,3
Bez problémov,1,13,2
Ešte USB nabíjačka pre 2-3 vstupy a dokonalé....,1,48,8
Rovnaký ako na foto a všetko funguje ako má,1,43,9
Klasicka predlzovacka,1,21,2
Nevydava ziaden zvuk,1,20,3
Detska poistka,1,14,2
Funguje ;),1,10,2
Funguje :),1,10,2
Výborný produkt. Doporučujem,1,28,3
Buchla pri prvom zapojeni,0,25,4
skvela predlzovacka,1,19,2
splnila ucel,1,12,2
"funguje,",1,8,1
dioda moc svieti.,0,17,3
potreboval som dlhý kábel a kábel je dlhý a to je pre mňa (+),1,61,14
Cena (v elektre či Tescu aj za 10€ či nie aj viac),1,50,12
"Nič, proste normálna predlžovačka ktorá funguje a má hlavne 6 zásuviek a je za dobrú cenu",0,89,16
"Možno čo jedine mi vadí a to je ale moja vina, a to že som si mal zobrať 1M lebo som si myslel, že tobude málo ale 2M je už celkom dosť :D",0,138,33
skvelá predlžovačka v tejto cene,1,32,5
