text,label
"nízká cena, doporučuji",1
originál je originál,1
Snadná manipulace,1
Náplň se úplně nevyprázdní,0
Za málo peněz hromada muziky.,1
funguje ako má,1
žiadne,0
už po druhé zakoupena tahle prodlužovačka a nefuguje vypínač,0
Spĺňa svoj účel....,1
Neviem o žiadnej,0
Cena / výkon úplně ideální produkt,1
Vše v pořádku,1
dobrý,1
kvalitní,1
Bez problemu,1
prodlužovák funguje dobře,1
Přežila,1
Jednoduchost,1
Kvalitní prodlužovák za super cenu.,1
Prostě normální prodlužovák. Funguje.,1
"Cena, spolehlivost, vypínač a délka kabelu",1
Žádné,0
Kvalitní provedení.,1
Funguje.,1
Nic.,0
funkční,1
levné,1
"Fantasticka prodluzovacka, krasne bila :))",1
Vede/prodluzuje elektricky proud,1
Dobře poslouží,1
funguje,1
cena,1
kvalita spracovania zasuviek,0
Vse jak ma byt,1
"Pomerne lacná predlžovačka, ktorá sa dá vypnúť a tým zabrániť náhodnému spusteniu pripojeným spotrebičom, napr. deťmi. Doporučujem používať len pre napr. kuchynské spotrebiče a pod. Pre elektronické zariadenia, ako moderné TV, či PC... by som zvolil predlžovačky s ochranami proti hrozbám, ktoré môžu prísť cez el. sieť, napr. rôzne špičky, ktoré môžu vážne poškodiť elektroniku /predpeťova ochrana a pod..../",1
"Farba fádna, biela, ako v nemocnici, funkčnosť OK",0
"taká lepší rozdvojka, své účeli splnila",1
ok,1
Bez problémů. Nic zvláštního.,1
Zboží  v pořádku,1
Super,1
"Super prepínač, jednoducho prepnutelný ale drží pevne",1
Neviem čo sa to z neho šúpalo za umelina keď som ho odbalil :D ale snáď to nijak neovplyvní kovové časti :D,0
funguje bez problémov,1
funguje tak ako má,1
žiadne,0
prakticky vypinac,1
dobra cena,1
Nefunguje,0
vše ok,1
Vypínač po 10 vypnutích už nefunguje,0
prostě klasický prodlužovací pes :D,1
Funguje jak má,1
"vypínač občas nevypíná, musím více zatlačit",0
Nutnost vyhodit. Přestalo fungovat přepínací tlacitko,0
"Velký výběr,",1
rychlé dodání.,1
Super,1
prodlužuje,1
rozšesťuje,1
vypíná,1
"kvalitní, dlouho vydrží",1
Cena,1
Ne moc kvalitní,0
dobrá cena,1
v pořádku,1
v pořádku,1
Funguje,1
Klasická prodlužka,1
Proste prodluzka,1
Super cena za mě,1
paradni,1
Cena,1
tlačítko nevydrželo ani 2 dny,0
Délka,1
Vypínač,1
nic,1
cena,1
cena,1
Po 5 letech zkrat a přestala fungovat,0
"on/off tlačítko šlo od začátku ""z tuha""",0
kvalitní,1
Jednoduché,1
Hodně zásuvek,1
Cena,1
Není,0
ok,1
ok,1
Funguje,1
funguje,1
koupil jsem ho za 109kč,0
prostě prodlužovačka,1
cena,1
kvalita,1
funguje jak má,1
délka,1
konečně zapojím víc věcí najednou,1
vypínač,1
délka prodlužky,1
Stabilní přenos,1
cena,1
vypínač na prodlužovacím kabelu,1
hodně zásuvek :-),1
maximální proud jen 10A,0
Bez problemu👍🏽,1
"Normální prodlužovačka, všechno funguje jak má",1
Funguje bez problémů,1
Na rozvod elektřiny funguje,1
Téměř nemožné něco zapojit - je potřeba vyvinout obrovskou sílu na zastrčení koncovky do zásuvky,0
Hned druhý den přestal fungovat vypínač On/Off. Ze zapnuté polohy ho nelze přepnout do vypnuté (přepínač se vrací sám zpět a nepomáhá ani hrubá síla),0
"Po měsíci používání se kolébka vrací na ""zapnuto"" zcela samovolně. Dokonce na ""vypnuto"" téměř nejde dát. Reklamace.",0
Splňuje funkci.,1
"Prodlužovačka se světelnou signalizací zapnutí, což odpovídá mým předpokladům i popisu zboží.",1
super,1
nic,0
Funguje jak má,1
Funguje bez problému,1
Funguje,1
Cena,1
"funkční,pracuje jak má",1
Funguje jak má,1
Cena,1
Zatím nic,0
funguje jak má,1
nic,0
Klasická prodlužka,1
6 zásuvek a 3 metrový kabel,1
Když je to potřeba tak to plní funkci výborně,1
zatím neshořela,1
vodí,1
docela drahá,0
Spokojenost  dobra cena,1
Nic,0
Prostě prodlužka,1
Za tu cenu dobrá,1
Kvalita v pořádku,1
"Nerozebiratelná, nejsou tam šroubky, ale nýtky. Ale k tomu jsou jiné výrobky.",0
levné,1
"Proud to předvedlo, co vic",1
Funguje správně,1
Má vypínač,1
Proud 10A,1
funguje dobře,1
Vypínač,1
6 Zásuvek,1
Délka kabelu,1
Jednoduchý prodlužovací přívod s vypínačem,1
"splňuje vše, co jsem očekávala :)",1
Prodlužovačka No 😆hodně zásuvek,1
dobrá prodlužka,1
Cena,1
Materiál,1
Pracuje jak má,1
Ochrana proti přepětí,1
Cena,1
Nic,0
Kvalitni kabel,1
Svitici tlacitko pritahuje pozornost dcery a stale mi vypina a zapina napajeni laptopu :),0
Perfektní prodlužovačka,1
Žádné,0
funguje jek má,1
dle očekávání O.K.,1
Klasika za rozumný peníz,1
Vypínač,1
Zatim funguje,1
"Zezadu nejsou normalni sroubky, takze ho nemuzu otevrit a privrtat na zed",0
vyhovuje provozním požadavkům.,1
zatím žádné,0
vypínač,1
množství zásuvek,1
funguje,1
"Věřím, že to byla jen smůla, ale vypínač vydržel 3 dny. Nevím, jestli to vůbec bylo 10 vypnutí. Takže jsem ji mohl vrátit a vyměnit dokonce ve 14 denní lhůtě.",0
Jak říká známý: prostě se ten kus čínským dětem nepovedl ( :-( ),0
"spokojenost, lze vypnout tlačítkem a tím veškeré připojení na prodlužku",1
žádné,0
bezproblémů,1
žádné,0
Elektřina je ve všech čtyřech zásuvkách,1
"Abych nemusel vytahovat všechny spotřebiče ze zásuvek, stačí přepnout ten červený čudlík",1
Klasika,1
Klasika,1
Klasika,1
Funguje jak má...,1
skvělá cena,1
Prostě prodlužka,1
Jedno barevné provedení,0
Nic,0
cena,1
spoľahlivosť,1
neviem o nich,0
Super po vsech strankach.,1
Zadne,0
Super cena,1
Bílá klasika,1
Nic,0
"Splňuje, co od ní člověk potřebuje",1
Funguje,1
funguje,1
"má vypínač, který svítí",1
"hučí (nedoporučuji mít v místnosti, kde se spí)",0
Zboží se přesně shoduje s popisem. Super.,1
"Vypínač se hodí pro zapojení vánočních světélek :-) Nemusíte se bát, že vás ta čínská ""probijou"" při vytahávání zástrčky.",1
hodí se,1
funguje ako má,1
vypínač,1
pootočené zásuvky,1
"Funkční, cena",1
"Blbej, tvrdej kabel, nerozebiratelné.",0
6 pripojek,1
"Ma 7 metrov, je biely a ma 4 zasuvky :)",1
prodlužuje,1
"Vypínač, kabeláž",1
Žádné,0
V popisu je psaná zátěž 16A. Kabel je však jen 10A.,0
velký počet zásuvek,1
malá cena,1
dostatečně dlouhý kabel,1
nic,0
funguje jak ma žadny problem,1
normalny predlzovaci kabel funguje,1
ziadne,0
Funkci plní dobře.,1
"jednoduchý, dobře vyrobené",1
Je potřeba větší síly na zastrčení zástrčky do zásuvky,0
Prodluzovak ktery funguje,1
"po 2 týdnech už tlačítko nefunguje, alespoň že zůstalo v poloze zapnuto :D",0
"Funguje jak má, 5m kabel je opravdu luxus a vypínač lze pohodlně přepínat. Co více chtít",1
"Nic, možná bych přidal suchý zip na smotání, jako mají kabely od nabíječky na NTB. Ale jde o základní model ;)",0
zatím maká,1
funguje jak má,1
nic,0
Kvalitní provedení.,1
Hodně zásuvek.,1
Funguje.,1
Nic.,0
Kvalitní provedení.,1
Funguje.,1
Nic.,0
dĺžka kábla,1
vypínateľné,1
prepäťová ochrana,1
6 zásuviek,1
nič,0
"to co delat ma, dela dobre :)",1
"strčí se to do zásuvky a do toho lze strkat další zástrčky a vypínat to vypínačem, který svítí, když je zapnut",1
nic,0
Vypínací tlačítko se bude hodit při letních bouřkách. :),1
Maximální spokojenost.,1
Možná absence bezpečnostních zásuvek,0
Dlouhý kabel,1
Možno připojit až 6 zařízení,1
Levné,1
funguje,1
nic,0
cena,1
žádné,0
vypínač,1
"při zakoupení 4 ks, jeden kus nefunkční(stejný problém nastal i u prodlužky s 3 zásuvky bez vypinače-ze čtyř kusů jeden nefunkční)",0
splňuje požadavky,1
hůře se zastrkávají zástrčky než se rozchodí,0
splňuje požadavky,1
hůře se zasouvají zástrčky než se rozchodí,0
"Obyčejný prodlužovák, co dodat.",1
"Nechápu, proč všechny prodlužováky nejsou na 16 A a prodávají se místo toho jen šmejdíci jako tento, který má u sebe hrdé přízvisko ""Premiumcord"",  ale zvládne jen 10 A.",0
Vypínací tlačítko se bude hodit při letních bouřkách. :),1
Maximální spokojenost.,1
Možná absence bezpečnostních zásuvek :),0
klasická prodlužovačka,1
Splňuje účel,1
funkční,1
levné,1
"Cena, provedení, počet zásuvek dostatečný a vyhovující.",1
Nic.,0
cena,1
Ohebnost kabelu,1
Vypínač,1
"Výhodná délka, množství zásuvek.",1
Nevidím žádné.,0
Splnil svoj účel,1
Neviem,0
Prodlužkuje jak má,1
"Vývody na prodlužovacím přívodu byly vyměněné, život ohrožující (probíjely pak připojené kovové spotřebiče)",0
Dobře vyrobeno,1
Robustní vypínač,1
Délka kabelu odpovídá,1
Vypínač svítí jen trochu,1
nic,0
"Fantasticka prodluzovacka, krasne bila :))",1
Vede/prodluzuje elektricky proud,1
Cena,1
Funguje,0
Šikovný rozbočovač s vypínačem,1
Doporučuji všem,1
Žádné,0
Spolehlivý rozbočovač s vypínačem,1
Žádné,0
100%,1
cena,1
Does the job,1
Good quality build.,1
Can be conveniently switched off when not in use.,1
none,0
just work,1
"nic, normální prodlužka",0
kvalitní,1
test v pořádku,1
Klasika,1
Funguje,1
vypinac,1
"Vyborne,hlavne diky vypinaci",1
Nevim,0
Funguje,1
Odpovídá ceně,1
Vypínač,1
Neurazí,1
Cena,1
Délka dostačující,1
Nemá přepěťovou ochranu,0
Kvalitní zpracování. Funguje tak jak jsem očekával.,1
Žádné jsem nezjistil.,0
super,1
nic,0
kvalitní,1
splnilo očekávání,1
cena,1
nič,0
klasika,1
klasika,1
"Jednoduché prevedenie a perfektná cena. Skutočne niet čo riešiť. Funkčné, kúpil som ich niekoľko.",1
Nič.,0
Vypínač,1
cena,1
tlačítko on/off s pevným stiskem,1
vypinac,1
natocene zasuvky,1
nic,0
"funguje, tichý chod",1
standard - na tom se snad nedá nic zkazit,1
cena,1
funkcna,1
nic,0
klaiscká prodluzka..,1
cena,1
funkcnost,1
Funguje. Za tú cenu nie je čo riešiť.,1
Žiadne,0
Kontrolka a dostatek výstupů.,1
"Vypinac odisiel tak po mesiaci,... neda sa vypnut",0
počet zásuvek,1
zatím nic,0
Základní rozšíření zásuvky až na 5m,1
Vhodný pro vypnutí standby spotřebičů,1
Né vždy se dá vypnout vypínačem (kolíbka zlobí),0
splnilo ocekavani... vyhoda je vypinac...,1
Exactly what I needed for my cluster of kitchen appliances. Good quality build and convenient switch.,1
None.,0
Exactly what I needed to sort out my lack of power points around my TV and audio. Good quality build and convenient switch.,1
None.,0
Dĺžka kábla,1
Vypínacie tlačidlo,1
cena,1
kvalita spracovania zasuviek,0
ok,1
možnosť vypínania je praktická,1
zatiaľ nič,0
Plní účel,1
žádné,0
6 zásuvek s vypínačem,1
"Občas když kočka hamtne na vypínač, tak mi vypne přívod  elektřiny  :-)",0
plní funkci,1
klasika,1
není varianta v černé barvě,0
spokojen,1
nic,0
kvalita umerna cene,1
nic,0
"výhodná koupě, zatím funguje jak má",1
žádné,0
"výhodná koupě, zatím funguje jak má",1
žádné,0
Funguje ako má.,1
veľa slotov,1
Funguje jak má.,1
spokojenost,1
spokojenost,1
"normální prodlužovačka, funguje, vypínač je pohodlný",1
"mohla by být větší nabídka barev - černá, šedá..",0
Funguje ako ma :-),1
"Aspon zatial, ci vydrzi 2 roky je otazka.",1
"Posobi lacno, ale funguje",0
Vskutku dobrý prodlouřovák,1
dlouhé jak jsem potřebovala,1
Přítomnost vypinače,1
Šikmá orientace zásuvek,0
OK.,1
Dobrý,1
Nic,0
Alza mi dodala prodlužovačku se třemi zásuvkami místo šesti.,0
počet zásuvek,1
cena,1
tlačítko,1
"Se zbožím nejsou problémy,po objednání je okamžitě k vyzvednutí, a hlavně je na skladě",1
"a za slušnou cenu.Odpadá pracné obíhání supermarketů, takže šetří to rovněži i čas.",1
Nevím o nich,0
"funguje spolehlivě, výborný je vypínání při odjezdu z bytu na delší dobu",1
funguje,1
funguje,1
nenalezl jsem,0
Funguje,1
Bez výhrad.,1
Doporučuji,1
"Zasuvka no,co dodat",1
Bíla barva,0
dobré,1
Na tomto nejde nic pokazit :D,1
Funguje,1
Cena,1
Cena,1
Cena,1
"Už dlooouho funguje, jak má.",1
zap/vyp čudl,1
délka 10m,1
snad jen chybí dětská pojistka...,0
"Funguje jak má, tudíž vše Ok",1
Nevím co dále pochválit na prodlužovačce,1
Nic,0
má dobrou délku,1
žádné,0
plni svoj ucel,1
"zde není co řešit, dobrá cena, o funkčnosti se bavit nemusíme",1
nic,0
dostatečně dlouhý,1
plně splnil účel,1
bez závad,0
"Co by se také dalo o prodlužovačky zkazit. Funguje tak, jak byste i čekali.",1
Žádné.,0
Všechno funguje,1
Prodlužovačka... Funguje v pořádku. Není co dodat :-),1
"Dobré provedení, kabel je snadno ohebný a odolný proti poškození.",1
Vypínač,1
šest zásuvek,1
splňuje to co má,1
cena,1
žadné,0
splnila očekávání,1
nic,0
akorád,1
nic,0
"Spokojenost, není co vytknout",1
Funguje jak jsem očekával,1
normální,1
nemám,0
OK,1
Prodluzovak ...co dodat ?,1
funguje jak má,1
nic,0
Normální prodluzka,1
pro mou potřebu výhodná délka kabelu;,1
síťový vypínač zvyšuje bezpečnost výrobku,1
nezjistil jsem,0
"Jsem spokojen, obyčejná funkční prodlužovačka",1
Vše v pořádku,1
délka co jsem potřeboval a cena,1
žádné,0
peckovní,1
moc bílý,0
cena,1
počet zástrček,1
vypínací tlačítko,1
nic,0
Praktičnost,1
Plastové provedení,0
Funguje,1
Vypadala jako použitá už přiv rozbalení :(,0
N/A,1
"Nejspíš jsem měl smůlu na zmetek, protože toto zboží se mi nepodařilo zprovoznit. Zařízení zapojené do kterékoliv ze zásuvek prostě nefungovalo. Možná byla chyba ve vypínači...",0
nízká cena,1
nizka kvalita zpracovani,0
Kabel je bezproblémový,1
castym vypinanim se opaluji kontakty ve vypinaci...,0
výborné,1
žádné,0
bezva je svítící kontroůlka,1
Po dvou měsících odešlo osvětlení vypínače.,0
"funguje to, co se dá čekat od kabelu :D",1
Prostě prodlužovačka - funguje,1
super,1
"Bez problémů, prostě funguje jak má.",1
Žádné.,0
Prodlužka,1
s casem spinaci tlacitko vyletne,0
funkční,1
funguje,1
nerozebiratelný,0
"Funguje, jak má",1
zásuvka,1
"lze vypínat vypínačem, který v zapnutém stavu dokonce svítí!",1
"úžasné, umožní do jedné zásuvky ve zdi připojit až 6 dalších spotřebičů!",1
"POZOR - lze zapojit více zásuvek do sebe,, což skýtá nekomečné možnosti v připojování zařízení!",1
nelze připojit k USB a ovládat z PC :-(,0
Normální prodlužka.,1
Funguje jak má.,1
Pro zastrčení zástrček se musí víc zatlačit.,0
"Zatím funguje, jen kontrolní světýlko ve vypínači začíná blikat a zřejmě brzy zhasne.",1
Nízká cena,1
Spínač,1
Bez ochrany,0
"Levné, pracuje naprosto v poradku. Klasicka prodluzka. Za tu cenu super",1
Zadne.,0
Cena a funkčnost,1
cena,1
nic,0
vede proud,1
Tady snad není co pokazit,1
off-on tlačítko,1
Absolutní spokojenost,1
splňuje moje očekávání,1
Dĺžka 10 m,1
cena,1
Rýchle dodanie,1
Funguje OK,1
spokojnosť,1
Ok,1
"tlačidlo na vypínanie nie je kvalitné, rýchlo sa opotrebuje",0
ok,1
Po 5 dňoch prestal fungovať vypínač,0
dobra kvalita,1
"Tlačítko vydržalo asi týždeň, z reklamácie prišiel nový kus. Uvidíme pokus č2",0
mäkký kábel,1
ochrana (poistka) pred vsunutím nechcených predmetov,1
vypínač,1
Prestal fungovat spinač on off po tyždni pouzivania,0
OK,1
Nic,1
super material aj v nizskych teplotach je dobre ohybna,1
"no predlzovacka,splna na co je vyrobena",1
"rýchla kúpa, z domu",1
cena,1
toho kto vymyslel tie bezpečnostné kritiky by som.....,0
Funguje,1
Prepínač sa trochu lachšie stláča,0
funguje,1
funguje ako ma :),1
nic,0
predlzovacka,1
šmejd,0
faktdlhy kabel s poistkou,1
pevný kábel,1
spínač,1
plní svij účel,1
Bez problémov,1
Ešte USB nabíjačka pre 2-3 vstupy a dokonalé....,1
Rovnaký ako na foto a všetko funguje ako má,1
Funguje,1
Klasicka predlzovacka,1
Nevydava ziaden zvuk,1
Detska poistka,1
Funguje ;),1
